인덱스,발화,장소,난이도
17125,음 주방으로 데려다줘 진짜 해야겠다,kitchen,direct
17126,좀 간단하게 요기하고 싶어 왠지 싶네,kitchen,indirect
17127,지금 뭔가 하고 싶네 진짜,kitchen,ambiguous
17128,갑자기 거실로 데려다줘 약간 좀,living room,direct
17129,소파에 눕고 싶다 왠지 좀,living room,indirect
17130,아 느긋하게 있고 싶어 좀,living room,ambiguous
17131,갑자기 침실로 가줘 약간!,bedroom,direct
17132,혹시 이불 덮고 싶어 약간.,bedroom,indirect
17133,음 생각 정리 좀 하고 싶네 진짜 싶네,bedroom,ambiguous
17134,혹시 헬스하는 데로 가 왠지 같은데,exercise,direct
17135,오늘 활동적으로 움직이고 싶다 왠지!,exercise,indirect
17136,좀 몸이 무거운 느낌이다 진짜!,exercise,ambiguous
17137,오늘 부엌 쪽으로 이동하자 조금.,kitchen,direct
17138,오늘 뭔가 만들어 먹고 싶네,kitchen,indirect
17139,갑자기 조금 움직여볼까 진짜 싶네,kitchen,ambiguous
17140,혹시 거실로 데려다줘 조금 해야겠다,living room,direct
17141,음 드라마 보고 싶다 왠지 해야겠다,living room,indirect
17142,음 편한 데 가고 싶어 조금!,living room,ambiguous
17143,아 침실로 가줘 왠지,bedroom,direct
17144,음 쉬면서 자고 싶어 약간,bedroom,indirect
17145,오늘 오늘은 아무것도 하기 싫다 진짜.,bedroom,ambiguous
17146,오늘 운동하는 곳으로 가줘 조금 좀,exercise,direct
17147,가볍게 뛰고 싶네 해야겠다,exercise,indirect
17148,에너지가 부족한 느낌이야 약간,exercise,ambiguous
17149,지금 주방으로 데려다줘 해야겠다,kitchen,direct
17150,배가 좀 고프네 싶네,kitchen,indirect
17151,혹시 오늘은 직접 해볼까 왠지.,kitchen,ambiguous
17152,음 거실로 안내해 진짜.,living room,direct
17153,갑자기 드라마 보고 싶다 진짜.,living room,indirect
17154,아 아무것도 안 하고 싶다 진짜.,living room,ambiguous
17155,좀 내 방으로 이동해 같은데,bedroom,direct
17156,너무 졸리다 왠지 ㅠㅠ,bedroom,indirect
17157,지금 가만히 있고 싶다 약간!,bedroom,ambiguous
17158,혹시 운동하러 가자 약간 싶네,exercise,direct
17159,좀 가볍게 뛰고 싶네 약간.,exercise,indirect
17160,갑자기 활력이 필요하다 조금 같은데,exercise,ambiguous
17161,좀 냉장고 있는 곳으로 가 조금.,kitchen,direct
17162,음 뭔가 만들어 먹고 싶네 조금 ㅠㅠ,kitchen,indirect
17163,손 가는 걸 해보고 싶다 ㅠㅠ,kitchen,ambiguous
17164,오늘 거실 쪽으로 가자 좀,living room,direct
17165,아 휴식이 필요해 조금 같은데,living room,indirect
17166,지금 조용히 있고 싶네 진짜 싶네,living room,ambiguous
17167,아 침대 있는 방으로 이동해 ㅠㅠ,bedroom,direct
17168,잠 좀 자고 싶네 왠지 해야겠다,bedroom,indirect
17169,음 잠잠한 곳이 좋네 진짜 ㅠㅠ,bedroom,ambiguous
17170,혹시 헬스하는 데로 가!,exercise,direct
17171,음 체력이 떨어진 느낌이야 ㅠㅠ,exercise,indirect
17172,오늘 리프레시하고 싶네 진짜 싶네,exercise,ambiguous
17173,갑자기 요리하는 공간으로 가줘 조금 같은데,kitchen,direct
17174,아 목이 좀 마른데 왠지,kitchen,indirect
17175,오늘 오늘은 직접 해볼까 해야겠다,kitchen,ambiguous
17176,거실로 안내해 조금,living room,direct
17177,가만히 앉아 있고 싶다 진짜 좀,living room,indirect
17178,좀 조용히 있고 싶네 왠지!,living room,ambiguous
17179,아 침실로 가줘 왠지 좀,bedroom,direct
17180,지금 침대 생각난다 조금!,bedroom,indirect
17181,음 좀 숨고 싶다 진짜.,bedroom,ambiguous
17182,오늘 운동 장소로 이동하자 진짜 ㅠㅠ,exercise,direct
17183,혹시 몸이 찌뿌둥하다!,exercise,indirect
17184,지금 조금 활동하고 싶네 약간 같은데,exercise,ambiguous
17185,오늘 주방으로 데려다줘 조금 해야겠다,kitchen,direct
17186,컵라면이라도 먹을까 조금 ㅠㅠ,kitchen,indirect
17187,기분 전환 좀 할까 왠지!,kitchen,ambiguous
17188,오늘 거실로 데려다줘 싶네,living room,direct
17189,아 TV 보고 싶다 진짜,living room,indirect
17190,아 오늘 너무 피곤하다 왠지.,living room,ambiguous
17191,좀 방으로 가고 싶어 약간 ㅠㅠ,bedroom,direct
17192,음 쉬면서 자고 싶어 진짜 좀,bedroom,indirect
17193,갑자기 가만히 있고 싶다,bedroom,ambiguous
17194,좀 헬스하는 데로 가 약간 좀,exercise,direct
17195,음 몸 좀 움직이고 싶다 좀,exercise,indirect
17196,혹시 조금 활동하고 싶네 좀,exercise,ambiguous
17197,지금 부엌으로 이동해 진짜 ㅠㅠ,kitchen,direct
17198,커피 한잔 하고 싶다 싶네,kitchen,indirect
17199,아 뭔가 하고 싶네 진짜.,kitchen,ambiguous
17200,음 편하게 앉을 곳으로 가줘 조금,living room,direct
17201,지금 잠깐 멍 때리고 싶네 조금 ㅠㅠ,living room,indirect
17202,혹시 잠깐 머리 식히고 싶네 진짜 싶네,living room,ambiguous
17203,지금 자는 곳으로 가,bedroom,direct
17204,혹시 침대 생각난다 왠지 좀,bedroom,indirect
17205,갑자기 오늘은 쉬어야겠다 진짜 싶네,bedroom,ambiguous
17206,혹시 운동하러 가자 좀,exercise,direct
17207,혹시 스트레칭하고 싶다 왠지,exercise,indirect
17208,혹시 몸이 무거운 느낌이다 왠지.,exercise,ambiguous
17209,혹시 주방으로 가줘 싶네,kitchen,direct
17210,오늘 배가 좀 고프네 진짜.,kitchen,indirect
17211,음 조금 움직여볼까 진짜 싶네,kitchen,ambiguous
17212,음 거실로 안내해 왠지 해야겠다,living room,direct
17213,아 편하게 기대고 싶어 해야겠다,living room,indirect
17214,좀 오늘 너무 피곤하다 조금 싶네,living room,ambiguous
17215,아 침실로 데려다줘 진짜 해야겠다,bedroom,direct
17216,아 쉬면서 자고 싶어 약간 같은데,bedroom,indirect
17217,잠잠한 곳이 좋네 약간.,bedroom,ambiguous
17218,오늘 헬스하는 데로 가 왠지 같은데,exercise,direct
17219,몸 좀 움직이고 싶다 왠지.,exercise,indirect
17220,몸이 무거운 느낌이다.,exercise,ambiguous
17221,혹시 싱크대 있는 데로 가 약간 ㅠㅠ,kitchen,direct
17222,음 뭐 먹을 거 없나 조금!,kitchen,indirect
17223,갑자기 조금 움직여볼까 진짜,kitchen,ambiguous
17224,아 거실로 가줘 약간 좀,living room,direct
17225,오늘 편하게 기대고 싶어 약간 해야겠다,living room,indirect
17226,아무것도 안 하고 싶다 조금,living room,ambiguous
17227,지금 침실로 가줘 왠지 같은데,bedroom,direct
17228,음 이불 덮고 싶어 진짜,bedroom,indirect
17229,조용한 데 가고 싶다 왠지,bedroom,ambiguous
17230,좀 스트레칭할 공간으로 가고 싶어 진짜!,exercise,direct
17231,갑자기 운동 안 한 지 오래됐다 약간 ㅠㅠ,exercise,indirect
17232,리프레시하고 싶네 왠지 ㅠㅠ,exercise,ambiguous
17233,좀 부엌으로 이동해 왠지 해야겠다,kitchen,direct
17234,오늘 물 마시고 싶다 조금 해야겠다,kitchen,indirect
17235,음 손 가는 걸 해보고 싶다 진짜,kitchen,ambiguous
17236,혹시 TV 있는 데로 이동해 왠지 ㅠㅠ,living room,direct
17237,휴식이 필요해 조금.,living room,indirect
17238,좀 오늘 너무 피곤하다 조금.,living room,ambiguous
17239,좀 침대 있는 방으로 이동해 조금 좀,bedroom,direct
17240,혹시 누워 있고 싶다 약간 해야겠다,bedroom,indirect
17241,혹시 방해받기 싫다 진짜.,bedroom,ambiguous
17242,운동하러 가자 진짜 싶네,exercise,direct
17243,오늘 운동해야 하는데 약간!,exercise,indirect
17244,갑자기 답답해서 움직이고 싶다 약간.,exercise,ambiguous
17245,혹시 부엌에 가고 싶어 진짜.,kitchen,direct
17246,좀 뭐 먹을 거 없나 진짜 같은데,kitchen,indirect
17247,갑자기 간단하게 해결할 게 없나 조금 같은데,kitchen,ambiguous
17248,좀 거실 쪽으로 가자 진짜.,living room,direct
17249,갑자기 좀 쉬고 싶네 약간.,living room,indirect
17250,갑자기 오늘은 늘어지고 싶다 진짜,living room,ambiguous
17251,잠잘 곳으로 안내해 약간,bedroom,direct
17252,오늘 누워 있고 싶다 조금!,bedroom,indirect
17253,음 혼자 있고 싶네 진짜 ㅠㅠ,bedroom,ambiguous
17254,오늘 운동할 수 있는 곳으로 가 조금 같은데,exercise,direct
17255,가볍게 뛰고 싶네 조금!,exercise,indirect
17256,아 뭔가 역동적인 걸 하고 싶다 같은데,exercise,ambiguous
17257,오늘 주방 쪽으로 안내해 조금,kitchen,direct
17258,간식 먹고 싶다 왠지,kitchen,indirect
17259,뭔가 찾고 싶네 왠지 ㅠㅠ,kitchen,ambiguous
17260,지금 거실로 안내해 ㅠㅠ,living room,direct
17261,갑자기 편한 분위기가 좋다 약간.,living room,indirect
17262,잠깐 머리 식히고 싶네 약간 싶네,living room,ambiguous
17263,지금 잠잘 곳으로 안내해 조금.,bedroom,direct
17264,좀 눈이 감긴다 조금 같은데,bedroom,indirect
17265,오늘 오늘은 아무것도 하기 싫다 조금 좀,bedroom,ambiguous
17266,좀 운동 장소로 이동하자 조금 좀,exercise,direct
17267,혹시 체력이 떨어진 느낌이야 왠지 좀,exercise,indirect
17268,혹시 가만히 있기 싫다 약간!,exercise,ambiguous
17269,혹시 싱크대 있는 데로 가 조금 싶네,kitchen,direct
17270,음 커피 한잔 하고 싶다 조금 해야겠다,kitchen,indirect
17271,지금 간단하게 해결할 게 없나 약간!,kitchen,ambiguous
17272,좀 거실로 데려다줘 진짜 좀,living room,direct
17273,아 드라마 보고 싶다 왠지.,living room,indirect
17274,아 조용히 있고 싶네,living room,ambiguous
17275,갑자기 자는 곳으로 가,bedroom,direct
17276,좀 몸이 너무 피곤하다 조금!,bedroom,indirect
17277,음 오늘은 아무것도 하기 싫다 진짜 싶네,bedroom,ambiguous
17278,좀 운동방으로 안내해 약간 해야겠다,exercise,direct
17279,아 운동 안 한 지 오래됐다 약간 같은데,exercise,indirect
17280,조금 활동하고 싶네 조금 좀,exercise,ambiguous
17281,주방으로 가줘 왠지 ㅠㅠ,kitchen,direct
17282,지금 목이 좀 마른데 조금 ㅠㅠ,kitchen,indirect
17283,혹시 오늘 뭔가 만들어볼까 약간 ㅠㅠ,kitchen,ambiguous
17284,아 거실로 안내해 왠지!,living room,direct
17285,아 잠깐 멍 때리고 싶네 진짜 싶네,living room,indirect
17286,음 편한 데 가고 싶어 약간.,living room,ambiguous
17287,혹시 침대 있는 방으로 이동해 조금 같은데,bedroom,direct
17288,좀 잠깐 낮잠 자고 싶다 약간.,bedroom,indirect
17289,갑자기 조용한 분위기가 좋다 진짜,bedroom,ambiguous
17290,혹시 운동 장소로 이동하자 왠지,exercise,direct
17291,아 운동해야 하는데 약간,exercise,indirect
17292,아 뭔가 역동적인 걸 하고 싶다,exercise,ambiguous
17293,지금 부엌으로 이동해 약간 해야겠다,kitchen,direct
17294,지금 뭔가 만들어 먹고 싶네 왠지 해야겠다,kitchen,indirect
17295,오늘 기분 전환 좀 할까 조금 ㅠㅠ,kitchen,ambiguous
17296,지금 거실로 안내해 왠지!,living room,direct
17297,지금 잠깐 멍 때리고 싶네 진짜 좀,living room,indirect
17298,갑자기 잠깐 머리 식히고 싶네 조금 해야겠다,living room,ambiguous
17299,음 조용한 방으로 가줘 조금,bedroom,direct
17300,음 잠 좀 자고 싶네 진짜 ㅠㅠ,bedroom,indirect
17301,지금 오늘은 아무것도 하기 싫다 진짜,bedroom,ambiguous
17302,지금 운동할 수 있는 곳으로 가 조금 같은데,exercise,direct
17303,오늘 몸 좀 움직이고 싶다 왠지 ㅠㅠ,exercise,indirect
17304,혹시 답답해서 움직이고 싶다 ㅠㅠ,exercise,ambiguous
17305,좀 주방 쪽으로 안내해 약간,kitchen,direct
17306,아 커피 한잔 하고 싶다 해야겠다,kitchen,indirect
17307,혹시 오늘은 직접 해볼까 좀,kitchen,ambiguous
17308,지금 TV 있는 데로 이동해 좀,living room,direct
17309,지금 좀 쉬고 싶네 왠지,living room,indirect
17310,갑자기 오늘은 늘어지고 싶다 왠지 같은데,living room,ambiguous
17311,갑자기 방으로 가고 싶어 왠지!,bedroom,direct
17312,혹시 이불 덮고 싶어 왠지 같은데,bedroom,indirect
17313,오늘 가만히 있고 싶다 진짜,bedroom,ambiguous
17314,아 운동 공간으로 이동해 조금 좀,exercise,direct
17315,좀 활동적으로 움직이고 싶다 진짜 같은데,exercise,indirect
17316,오늘 답답해서 움직이고 싶다 진짜 해야겠다,exercise,ambiguous
17317,갑자기 싱크대 있는 데로 가 약간!,kitchen,direct
17318,지금 배가 좀 고프네 진짜 해야겠다,kitchen,indirect
17319,갑자기 기분 전환 좀 할까 약간 ㅠㅠ,kitchen,ambiguous
17320,좀 거실로 안내해 조금 같은데,living room,direct
17321,좀 좀 쉬고 싶네 진짜 좀,living room,indirect
17322,갑자기 편한 데 가고 싶어 조금 좀,living room,ambiguous
17323,오늘 침실로 가줘 약간 좀,bedroom,direct
17324,침대 생각난다 약간 싶네,bedroom,indirect
17325,갑자기 오늘은 쉬어야겠다 조금 좀,bedroom,ambiguous
17326,좀 운동방으로 안내해 왠지 좀,exercise,direct
17327,갑자기 땀 좀 흘리고 싶다 왠지 해야겠다,exercise,indirect
17328,혹시 뭔가 역동적인 걸 하고 싶다 조금!,exercise,ambiguous
17329,지금 싱크대 있는 데로 가 왠지!,kitchen,direct
17330,음 간단하게 요기하고 싶어 약간.,kitchen,indirect
17331,갑자기 조금 움직여볼까 약간.,kitchen,ambiguous
17332,음 거실 쪽으로 가자 왠지 싶네,living room,direct
17333,좀 편한 분위기가 좋다.,living room,indirect
17334,혹시 가볍게 쉬고 싶다 약간 해야겠다,living room,ambiguous
17335,오늘 잠잘 곳으로 안내해 조금!,bedroom,direct
17336,너무 졸리다 왠지 ㅠㅠ,bedroom,indirect
17337,아 조용한 분위기가 좋다 좀,bedroom,ambiguous
17338,오늘 운동할 수 있는 곳으로 가 진짜 좀,exercise,direct
17339,음 체력이 떨어진 느낌이야 진짜.,exercise,indirect
17340,음 가만히 있기 싫다 왠지 ㅠㅠ,exercise,ambiguous
17341,음 부엌에 가고 싶어 약간 좀,kitchen,direct
17342,갑자기 컵라면이라도 먹을까 왠지 ㅠㅠ,kitchen,indirect
17343,손 가는 걸 해보고 싶다 조금.,kitchen,ambiguous
17344,아 소파 있는 곳으로 가 진짜!,living room,direct
17345,혹시 휴식이 필요해 왠지 싶네,living room,indirect
17346,아 기분 전환이 필요하다 약간 좀,living room,ambiguous
17347,갑자기 방으로 가고 싶어 조금!,bedroom,direct
17348,이불 덮고 싶어 진짜.,bedroom,indirect
17349,혹시 좀 숨고 싶다 조금 싶네,bedroom,ambiguous
17350,아 운동 장소로 이동하자 조금.,exercise,direct
17351,스트레칭하고 싶다 약간 ㅠㅠ,exercise,indirect
17352,갑자기 몸이 무거운 느낌이다,exercise,ambiguous
17353,음 주방 쪽으로 안내해,kitchen,direct
17354,커피 한잔 하고 싶다 약간 싶네,kitchen,indirect
17355,손 가는 걸 해보고 싶다 진짜.,kitchen,ambiguous
17356,갑자기 소파 앞으로 가 왠지 싶네,living room,direct
17357,음 소파에 눕고 싶다 왠지 같은데,living room,indirect
17358,아 한숨 돌리고 싶다 싶네,living room,ambiguous
17359,음 자는 곳으로 가 조금 ㅠㅠ,bedroom,direct
17360,아 눈이 감긴다 약간 ㅠㅠ,bedroom,indirect
17361,오늘 가만히 있고 싶다 진짜!,bedroom,ambiguous
17362,운동하러 가자 진짜 좀,exercise,direct
17363,음 가볍게 뛰고 싶네 약간.,exercise,indirect
17364,오늘 가만히 있기 싫다 약간 좀,exercise,ambiguous
17365,음 부엌 쪽으로 이동하자 진짜 같은데,kitchen,direct
17366,아 커피 한잔 하고 싶다 약간 해야겠다,kitchen,indirect
17367,좀 손 가는 걸 해보고 싶다 조금 같은데,kitchen,ambiguous
17368,음 소파 앞으로 가 조금 좀,living room,direct
17369,갑자기 잠깐 멍 때리고 싶네 해야겠다,living room,indirect
17370,좀 편한 데 가고 싶어 조금 좀,living room,ambiguous
17371,방으로 가고 싶어 약간.,bedroom,direct
17372,갑자기 이불 덮고 싶어 약간,bedroom,indirect
17373,갑자기 조용한 분위기가 좋다 조금 같은데,bedroom,ambiguous
17374,오늘 몸 움직일 곳으로 가줘 약간 ㅠㅠ,exercise,direct
17375,지금 운동해야 하는데 왠지 싶네,exercise,indirect
17376,갑자기 몸이 무거운 느낌이다 조금.,exercise,ambiguous
17377,지금 냉장고 있는 곳으로 가 진짜 해야겠다,kitchen,direct
17378,아 커피 한잔 하고 싶다 약간.,kitchen,indirect
17379,음 조금 움직여볼까 진짜 해야겠다,kitchen,ambiguous
17380,오늘 소파 있는 곳으로 가 왠지.,living room,direct
17381,좀 좀 쉬고 싶네 왠지 같은데,living room,indirect
